sentence_id,anchor_text,link_type
money-heist_sentence_0000002,Rio,internal
money-heist_sentence_0000003,Tokyo,internal
money-heist_sentence_0000003,Professor,internal
money-heist_sentence_0000005,Royal Mint of Spain,internal
money-heist_sentence_0000005,Lisbon,internal
money-heist_sentence_0000005,Stockholm,internal
money-heist_sentence_0000006,Bank of Spain,internal
money-heist_sentence_0000006,Berlin,internal
money-heist_sentence_0000012,[1],other
money-heist_sentence_0000012,[2],other
money-heist_sentence_0000019,Sagasta,internal
money-heist_sentence_0000019,Arantxa Arteche,internal
money-heist_sentence_0000019,Ramiro Vázquez,internal
money-heist_sentence_0000019,César Gandía,internal
money-heist_sentence_0000019,Mateo Canalejas,internal
money-heist_sentence_0000019,Salvador Torrecilla,internal
money-heist_sentence_0000019,Lucas Hernando,internal
money-heist_sentence_0000019,Isaac Cobo,internal
money-heist_sentence_0000020,Mateo Canalejas,internal
money-heist_sentence_0000020,Ramiro Vázquez,internal
money-heist_sentence_0000022,Luis Tamayo,internal
money-heist_sentence_0000023,Berlin,internal
money-heist_sentence_0000027,Ramiro Vázquez,internal
money-heist_sentence_0000030,Ángel Rubio,internal
money-heist_sentence_0000032,Ramiro Vázquez,internal
money-heist_sentence_0000033,Arantxa Arteche,internal
money-heist_sentence_0000001,"

",other
money-heist_sentence_0000001,1,internal
money-heist_sentence_0000001,2,internal
money-heist_sentence_0000001,Episode 2 (Part 1),internal
money-heist_sentence_0000001,Episode 4 (Part 2),internal
money-heist_sentence_0000001,Raquel Murillo,internal
money-heist_sentence_0000002,Royal Mint of Spain Heist,internal
money-heist_sentence_0000002,[1],other
money-heist_sentence_0000003,Colonel Prieto,internal
money-heist_sentence_0000004,[2],other
money-heist_sentence_0000001,"

",other
money-heist_sentence_0000001,Spanish,external
money-heist_sentence_0000001,Oslo,internal
money-heist_sentence_0000001,Episode 1 (Part 1),internal
money-heist_sentence_0000001,Episode 1 (Part 2),internal
money-heist_sentence_0000001,Oslo,internal
money-heist_sentence_0000001,Money Heist,internal
money-heist_sentence_0000001,"

",other
money-heist_sentence_0000001,Luis Tamayo,internal
money-heist_sentence_0000001,Ángel Rubio,internal
money-heist_sentence_0000001,Alicia Sierra,internal
money-heist_sentence_0000001,Suárez,internal
money-heist_sentence_0000001,Benito Antoñanzas,internal
money-heist_sentence_0000001,3,internal
money-heist_sentence_0000001,4,internal
money-heist_sentence_0000001,It's Dolphin Time,internal
money-heist_sentence_0000001,The Paris Plan,internal
money-heist_sentence_0000002,Bank of Spain Heist,internal
money-heist_sentence_0000003,Bank of Spain Heist,internal
money-heist_sentence_0000004,Alicia Sierra,internal
money-heist_sentence_0000004,Luis Tamayo,internal
money-heist_sentence_0000005,Ángel Rubio,internal
money-heist_sentence_0000005,The Professor,internal
money-heist_sentence_0000001,"

",other
money-heist_sentence_0000001,Madrid,external
money-heist_sentence_0000001,Spain,external
money-heist_sentence_0000001,Spanish,external
money-heist_sentence_0000001,Suárez,internal
money-heist_sentence_0000001,Suárez,internal
money-heist_sentence_0000004,talk page,internal
money-heist_sentence_0000005,https://discord.com/invite/spYckSV,other
money-heist_sentence_0000026,https://discord.com/terms,other
money-heist_sentence_0000026,https://discord.com/guidelines,other
money-heist_sentence_0000001,"

",other
money-heist_sentence_0000001,Silene Oliveira,internal
money-heist_sentence_0000001,1,internal
money-heist_sentence_0000001,Episode 1 (Part 1),internal
money-heist_sentence_0000001,Episode 1 (Part 1),internal
money-heist_sentence_0000001,Tokyo,internal
money-heist_sentence_0000010,Royal Mint of Spain Heist,internal
money-heist_sentence_0000001,"

",other
money-heist_sentence_0000001,Aníbal Cortés,internal
money-heist_sentence_0000001,Rio's Mother,internal
money-heist_sentence_0000001,1,internal
money-heist_sentence_0000001,Episode 5 (Part 1),internal
money-heist_sentence_0000001,Episode 8 (Part 1),internal
money-heist_sentence_0000001,Money Heist,internal
money-heist_sentence_0000001,Rio,internal
money-heist_sentence_0000002,Aníbal Cortés,internal
money-heist_sentence_0000003,Royal Mint of Spain Heist,internal
money-heist_sentence_0000001,"

",other
money-heist_sentence_0000001,Aníbal Cortés,internal
money-heist_sentence_0000001,Paco Cortés,internal
money-heist_sentence_0000001,1,internal
money-heist_sentence_0000001,Episode 5 (Part 1),internal
money-heist_sentence_0000001,Episode 8 (Part 1),internal
money-heist_sentence_0000001,Rio,internal
money-heist_sentence_0000002,Aníbal Cortés,internal
money-heist_sentence_0000005,Royal Mint of Spain Heist,internal
money-heist_sentence_0000007,Paco Cortés,internal
money-heist_sentence_0000001,"

",other
money-heist_sentence_0000001,Oslo,internal
money-heist_sentence_0000001,Helsinki,internal
money-heist_sentence_0000001,The Professor,internal
money-heist_sentence_0000001,Robbers of the Royal Mint of Spain,internal
money-heist_sentence_0000001,Oslo,internal
money-heist_sentence_0000003,Oslo,internal
money-heist_sentence_0000003,Helsinki,internal
money-heist_sentence_0000001,"

",other
money-heist_sentence_0000001,Spanish,external
money-heist_sentence_0000001,Mariví Fuentes,internal
money-heist_sentence_0000001,Mariví Fuentes,internal
money-heist_sentence_0000001,Money Heist,internal
money-heist_sentence_0000001,"

",other
money-heist_sentence_0000001,[1],other
money-heist_sentence_0000001,Spanish,external
money-heist_sentence_0000001,Pablo Ruiz,internal
money-heist_sentence_0000001,Pablo Ruiz,internal
money-heist_sentence_0000001,"

",other
money-heist_sentence_0000001,Alfonso Prieto,internal
money-heist_sentence_0000001,Alfonso Prieto,internal
money-heist_sentence_0000001,Money Heist,internal
money-heist_sentence_0000001,"

",other
money-heist_sentence_0000001,Spanish,external
money-heist_sentence_0000001,Ariadna Cascales,internal
money-heist_sentence_0000001,Ariadna Cascales,internal
money-heist_sentence_0000001,Money Heist,internal
money-heist_sentence_0000001,Episode 7 (Part 1),internal
money-heist_sentence_0000001,Episode 7 (Part 1),internal
money-heist_sentence_0000002,Nikolai Dimitrievich,internal
money-heist_sentence_0000006,Nikolai Dimitrievich,internal
money-heist_sentence_0000001,"

",other
money-heist_sentence_0000001,Tokyo,internal
money-heist_sentence_0000001,1,internal
money-heist_sentence_0000001,5,internal
money-heist_sentence_0000001,Episode 1 (Part 1),internal
money-heist_sentence_0000001,Live Many Lives,internal
money-heist_sentence_0000001,Money Heist,internal
money-heist_sentence_0000002,Tokyo,internal
money-heist_sentence_0000001,"

",other
money-heist_sentence_0000001,Luis Tamayo,internal
money-heist_sentence_0000001,Gandía,internal
money-heist_sentence_0000001,Salvador Torrecilla,internal
money-heist_sentence_0000001,Lucas Hernando,internal
money-heist_sentence_0000001,Isaac Cobo,internal
money-heist_sentence_0000001,Arantxa Arteche,internal
money-heist_sentence_0000001,Mateo Canalejas,internal
money-heist_sentence_0000001,Ramiro Vázquez,internal
money-heist_sentence_0000001,Tokyo,internal
money-heist_sentence_0000001,Bogotá,internal
money-heist_sentence_0000001,Denver,internal
money-heist_sentence_0000001,Stockholm,internal
money-heist_sentence_0000001,Rio,internal
money-heist_sentence_0000001,Helsinki,internal
money-heist_sentence_0000001,Lisbon,internal
money-heist_sentence_0000001,Manila,internal
money-heist_sentence_0000001,Palermo,internal
money-heist_sentence_0000001,5,internal
money-heist_sentence_0000001,The End of the Road,internal
money-heist_sentence_0000001,A Family Tradition,internal
money-heist_sentence_0000001,Money Heist,internal
money-heist_sentence_0000001,"

",other
money-heist_sentence_0000001,Luis Tamayo,internal
money-heist_sentence_0000001,Sagasta,internal
money-heist_sentence_0000001,Gandía,internal
money-heist_sentence_0000001,Salvador Torrecilla,internal
money-heist_sentence_0000001,Lucas Hernando,internal
money-heist_sentence_0000001,Isaac Cobo,internal
money-heist_sentence_0000001,Mateo Canalejas,internal
money-heist_sentence_0000001,Ramiro Vázquez,internal
money-heist_sentence_0000001,Tokyo,internal
money-heist_sentence_0000001,Bogotá,internal
money-heist_sentence_0000001,Denver,internal
money-heist_sentence_0000001,Stockholm,internal
money-heist_sentence_0000001,Rio,internal
money-heist_sentence_0000001,Helsinki,internal
money-heist_sentence_0000001,Lisbon,internal
money-heist_sentence_0000001,Manila,internal
money-heist_sentence_0000001,Palermo,internal
money-heist_sentence_0000001,Matías Caño,internal
money-heist_sentence_0000001,5,internal
money-heist_sentence_0000001,Money Heist,internal
money-heist_sentence_0000003,[1],other
money-heist_sentence_0000007,Gandía,internal
money-heist_sentence_0000007,Sagasta,internal
money-heist_sentence_0000001,"

",other
money-heist_sentence_0000001,Luis Tamayo,internal
money-heist_sentence_0000001,Sagasta,internal
money-heist_sentence_0000001,Gandía,internal
money-heist_sentence_0000001,Salvador Torrecilla,internal
money-heist_sentence_0000001,Lucas Hernando,internal
money-heist_sentence_0000001,Isaac Cobo,internal
money-heist_sentence_0000001,Arantxa Arteche,internal
money-heist_sentence_0000001,Ramiro Vázquez,internal
money-heist_sentence_0000001,Tokyo,internal
money-heist_sentence_0000001,Bogotá,internal
money-heist_sentence_0000001,Denver,internal
money-heist_sentence_0000001,Stockholm,internal
money-heist_sentence_0000001,Rio,internal
money-heist_sentence_0000001,Helsinki,internal
money-heist_sentence_0000001,Lisbon,internal
money-heist_sentence_0000001,Manila,internal
money-heist_sentence_0000001,Palermo,internal
money-heist_sentence_0000001,5,internal
money-heist_sentence_0000001,Money Heist,internal
money-heist_sentence_0000005,[1],other
money-heist_sentence_0000006,Bank of Spain Heist,internal
money-heist_sentence_0000001,"

",other
money-heist_sentence_0000001,Luis Tamayo,internal
money-heist_sentence_0000001,Sagasta,internal
money-heist_sentence_0000001,Gandía,internal
money-heist_sentence_0000001,Salvador Torrecilla,internal
money-heist_sentence_0000001,Lucas Hernando,internal
money-heist_sentence_0000001,Isaac Cobo,internal
money-heist_sentence_0000001,Arantxa Arteche,internal
money-heist_sentence_0000001,Mateo Canalejas,internal
money-heist_sentence_0000001,Tokyo,internal
money-heist_sentence_0000001,Bogotá,internal
money-heist_sentence_0000001,Denver,internal
money-heist_sentence_0000001,Stockholm,internal
money-heist_sentence_0000001,Rio,internal
money-heist_sentence_0000001,Helsinki,internal
money-heist_sentence_0000001,Lisbon,internal
money-heist_sentence_0000001,Manila,internal
money-heist_sentence_0000001,Palermo,internal
money-heist_sentence_0000001,5,internal
money-heist_sentence_0000001,Money Heist,internal
money-heist_sentence_0000001,"

",other
money-heist_sentence_0000001,5,internal
money-heist_sentence_0000001,Jesús Colmenar,internal
money-heist_sentence_0000001,Koldo Serra,internal
money-heist_sentence_0000001,Javier Gómez Santander,internal
money-heist_sentence_0000001,Esther Martínez Lobato,internal
money-heist_sentence_0000001,Javier Gómez Santander,internal
money-heist_sentence_0000001,Álex Pina,internal
money-heist_sentence_0000001,Juan Salvador López,internal
money-heist_sentence_0000001,The Paris Plan,internal
money-heist_sentence_0000001,Do You Believe in Reincarnation?,internal
money-heist_sentence_0000002,Do You Believe in Reincarnation?,internal
money-heist_sentence_0000002,Part 5,internal
money-heist_sentence_0000002,Money Heist,internal
money-heist_sentence_0000003,Money Heist,internal
money-heist_sentence_0000007,Professor,internal
money-heist_sentence_0000010,Berlin,internal
money-heist_sentence_0000010,Rafael,internal
money-heist_sentence_0000012,Tatiana,internal
money-heist_sentence_0000016,Lisbon,internal
money-heist_sentence_0000019,Palermo,internal
money-heist_sentence_0000020,Bogota,internal
money-heist_sentence_0000021,Tamayo,internal
money-heist_sentence_0000021,Sagasta,internal
money-heist_sentence_0000022,Angel,internal
money-heist_sentence_0000022,Suarez,internal
money-heist_sentence_0000023,Marseille,internal
money-heist_sentence_0000025,Benjamín,internal
money-heist_sentence_0000030,Tokyo,internal
money-heist_sentence_0000030,René,internal
money-heist_sentence_0000044,Helsinki,internal
money-heist_sentence_0000001,"

",other
money-heist_sentence_0000001,5,internal
money-heist_sentence_0000001,Koldo Serra,internal
money-heist_sentence_0000001,Javier Gómez Santander,internal
money-heist_sentence_0000001,Esther Martínez Lobato,internal
money-heist_sentence_0000001,Javier Gómez Santander,internal
money-heist_sentence_0000001,Álex Pina,internal
money-heist_sentence_0000001,Juan Salvador López,internal
money-heist_sentence_0000001,Do You Believe in Reincarnation?,internal
money-heist_sentence_0000002,Do You Believe in Reincarnation?,internal
money-heist_sentence_0000002,Your Place in Heaven,internal
money-heist_sentence_0000002,Part 5,internal
money-heist_sentence_0000002,Money Heist,internal
money-heist_sentence_0000001,"

",other
money-heist_sentence_0000001,5,internal
money-heist_sentence_0000001,Álex Rodrigo,internal
money-heist_sentence_0000001,Jesús Colmenar,internal
money-heist_sentence_0000001,Javier Gómez Santander,internal
money-heist_sentence_0000001,Esther Martínez Lobato,internal
money-heist_sentence_0000001,Javier Gómez Santander,internal
money-heist_sentence_0000001,Álex Pina,internal
money-heist_sentence_0000001,Juan Salvador López,internal
money-heist_sentence_0000001,Welcome to the Spectacle of Life,internal
money-heist_sentence_0000001,Live Many Lives,internal
money-heist_sentence_0000001,Part 5,internal
money-heist_sentence_0000001,Money Heist,internal
money-heist_sentence_0000001,"

",other
money-heist_sentence_0000001,5,internal
money-heist_sentence_0000001,Jesús Colmenar,internal
money-heist_sentence_0000001,Koldo Serra,internal
money-heist_sentence_0000001,Javier Gómez Santander,internal
money-heist_sentence_0000001,Esther Martínez Lobato,internal
money-heist_sentence_0000001,Javier Gómez Santander,internal
money-heist_sentence_0000001,Álex Pina,internal
money-heist_sentence_0000001,Juan Salvador López,internal
money-heist_sentence_0000001,David Barrocal,internal
money-heist_sentence_0000001,Esther Martínez Lobato,internal
money-heist_sentence_0000001,Your Place in Heaven,internal
money-heist_sentence_0000001,Escape Valve,internal
money-heist_sentence_0000001,Part 5,internal
money-heist_sentence_0000001,Money Heist,internal
money-heist_sentence_0000001,"

",other
money-heist_sentence_0000001,1,internal
money-heist_sentence_0000001,Episode 2 (Part 1),internal
money-heist_sentence_0000001,Episode 8 (Part 1),internal
money-heist_sentence_0000001,Royal Mint of Spain Heist,internal
money-heist_sentence_0000002,Royal Mint of Spain Heist,internal
money-heist_sentence_0000003,[1],other
money-heist_sentence_0000002,Money Heist,internal
money-heist_sentence_0000007,[1],other
money-heist_sentence_0000009,[1],other
money-heist_sentence_0000010,[1],other
money-heist_sentence_0000011,[1],other
money-heist_sentence_0000012,[1],other
money-heist_sentence_0000001,Money Heist,internal
money-heist_sentence_0000002,[1],other
money-heist_sentence_0000008,[2],other
money-heist_sentence_0000001,"

",other
money-heist_sentence_0000001,Berlin,internal
money-heist_sentence_0000001,The Professor,internal
money-heist_sentence_0000001,Jesús Marquina,internal
money-heist_sentence_0000001,Tatiana,internal
money-heist_sentence_0000001,The Professor,internal
money-heist_sentence_0000001,5,internal
money-heist_sentence_0000001,The End of the Road,internal
money-heist_sentence_0000001,Money Heist,internal
money-heist_sentence_0000004,The Professor,internal
money-heist_sentence_0000004,Berlin,internal
money-heist_sentence_0000001,5,internal
money-heist_sentence_0000001,Money Heist,internal
money-heist_sentence_0000001,"

",other
money-heist_sentence_0000001,Logroño,internal
money-heist_sentence_0000001,Manila,internal
money-heist_sentence_0000001,The Professor,internal
money-heist_sentence_0000001,Lisbon,internal
money-heist_sentence_0000001,Alicia Sierra,internal
money-heist_sentence_0000001,Jakov,internal
money-heist_sentence_0000001,Agustin Ramos,internal
money-heist_sentence_0000001,Denver,internal
money-heist_sentence_0000001,5,internal
money-heist_sentence_0000001,Alon Abutbul,external
money-heist_sentence_0000001,[1],other
money-heist_sentence_0000001,Strike the Tent,internal
money-heist_sentence_0000001,Money Heist,internal
money-heist_sentence_0000002,Manila,internal
money-heist_sentence_0000002,Bank of Spain Heist,internal
money-heist_sentence_0000002,[2],other
money-heist_sentence_0000004,Bank of Spain Heist,internal
money-heist_sentence_0000004,Marseille,internal
money-heist_sentence_0000004,the Professor,internal
money-heist_sentence_0000006,Manila,internal
money-heist_sentence_0000011,Marseille,internal
money-heist_sentence_0000001,Money Heist,internal
money-heist_sentence_0000007,[1],other
money-heist_sentence_0000008,the Toledo House,internal
money-heist_sentence_0000008,Professor,internal
money-heist_sentence_0000008,Berlin,internal
money-heist_sentence_0000008,[2],other
money-heist_sentence_0000009,the First missile,internal
money-heist_sentence_0000010,Plan Paris,internal
money-heist_sentence_0000010,Alicia Sierra.,internal
money-heist_sentence_0000004,Tokyo,internal
money-heist_sentence_0000001,"

",other
money-heist_sentence_0000001,Money Heist,internal
money-heist_sentence_0000001,"

",other
money-heist_sentence_0000001,"

",other
money-heist_sentence_0000002,Money Heist,internal
money-heist_sentence_0000001,"

",other
money-heist_sentence_0000001,Money Heist: From Tokyo to Berlin,internal
money-heist_sentence_0000001,"

",other
money-heist_sentence_0000001,5,internal
money-heist_sentence_0000001,Koldo Serra,internal
money-heist_sentence_0000001,Álex Rodrigo,internal
money-heist_sentence_0000001,Javier Gómez Santander,internal
money-heist_sentence_0000001,Esther Martínez Lobato,internal
money-heist_sentence_0000001,Javier Gómez Santander,internal
money-heist_sentence_0000001,Álex Pina,internal
money-heist_sentence_0000001,Juan Salvador López,internal
money-heist_sentence_0000001,David Barrocal,internal
money-heist_sentence_0000001,Esther Martínez Lobato,internal
money-heist_sentence_0000001,Live Many Lives,internal
money-heist_sentence_0000001,Wishful Thinking,internal
money-heist_sentence_0000001,Part 5,internal
money-heist_sentence_0000001,Money Heist,internal
money-heist_sentence_0000001,"

",other
money-heist_sentence_0000001,5,internal
money-heist_sentence_0000001,Javier Gómez Santander,internal
money-heist_sentence_0000001,Esther Martínez Lobato,internal
money-heist_sentence_0000001,Javier Gómez Santander,internal
money-heist_sentence_0000001,Álex Pina,internal
money-heist_sentence_0000001,Juan Salvador López,internal
money-heist_sentence_0000001,David Barrocal,internal
money-heist_sentence_0000001,Esther Martínez Lobato,internal
money-heist_sentence_0000001,Escape Valve,internal
money-heist_sentence_0000001,The Elegance Theory,internal
money-heist_sentence_0000001,Part 5,internal
money-heist_sentence_0000001,Money Heist,internal
money-heist_sentence_0000001,"

",other
money-heist_sentence_0000001,5,internal
money-heist_sentence_0000001,Álex Rodrigo,internal
money-heist_sentence_0000001,Javier Gómez Santander,internal
money-heist_sentence_0000001,Esther Martínez Lobato,internal
money-heist_sentence_0000001,Javier Gómez Santander,internal
money-heist_sentence_0000001,Álex Pina,internal
money-heist_sentence_0000001,David Barrocal,internal
money-heist_sentence_0000001,Esther Martínez Lobato,internal
money-heist_sentence_0000001,Wishful Thinking,internal
money-heist_sentence_0000001,Pillow Talk,internal
money-heist_sentence_0000001,Part 5,internal
money-heist_sentence_0000001,Money Heist,internal
money-heist_sentence_0000001,"

",other
money-heist_sentence_0000001,5,internal
money-heist_sentence_0000001,Koldo Serra,internal
money-heist_sentence_0000001,Javier Gómez Santander,internal
money-heist_sentence_0000001,Esther Martínez Lobato,internal
money-heist_sentence_0000001,Javier Gómez Santander,internal
money-heist_sentence_0000001,Álex Pina,internal
money-heist_sentence_0000001,Juan Salvador López,internal
money-heist_sentence_0000001,David Barrocal,internal
money-heist_sentence_0000001,The Elegance Theory,internal
money-heist_sentence_0000001,A Family Tradition,internal
money-heist_sentence_0000001,Part 5,internal
money-heist_sentence_0000001,Money Heist,internal
money-heist_sentence_0000001,"

",other
money-heist_sentence_0000001,5,internal
money-heist_sentence_0000001,Jesús Colmenar,internal
money-heist_sentence_0000001,Javier Gómez Santander,internal
money-heist_sentence_0000001,Esther Martínez Lobato,internal
money-heist_sentence_0000001,Javier Gómez Santander,internal
money-heist_sentence_0000001,Álex Pina,internal
money-heist_sentence_0000001,Juan Salvador López,internal
money-heist_sentence_0000001,David Barrocal,internal
money-heist_sentence_0000001,Esther Martínez Lobato,internal
money-heist_sentence_0000001,Pillow Talk,internal
money-heist_sentence_0000001,Part 5,internal
money-heist_sentence_0000002,Money Heist,internal
money-heist_sentence_0000001,"

",other
money-heist_sentence_0000001,Berlin,internal
money-heist_sentence_0000001,Money Heist,internal
money-heist_sentence_0000003,[1],other
money-heist_sentence_0000004,[2],other
money-heist_sentence_0000004,[3],other
money-heist_sentence_0000001,"

",other
money-heist_sentence_0000001,Alicia Sierra,internal
money-heist_sentence_0000001,Germán,internal
money-heist_sentence_0000001,Alicia Sierra,internal
money-heist_sentence_0000001,Germán,internal
money-heist_sentence_0000002,Part 5,internal
money-heist_sentence_0000004,Escape Valve,internal
money-heist_sentence_0000001,Luis Tamayo,internal
money-heist_sentence_0000001,Sagasta,internal
money-heist_sentence_0000001,Gandía,internal
money-heist_sentence_0000001,Salvador Torrecilla,internal
money-heist_sentence_0000001,Isaac Cobo,internal
money-heist_sentence_0000001,Arantxa Arteche,internal
money-heist_sentence_0000001,Mateo Canalejas,internal
money-heist_sentence_0000001,Ramiro Vázquez,internal
money-heist_sentence_0000001,5,internal
money-heist_sentence_0000001,Money Heist,internal
money-heist_sentence_0000002,Bank of Spain Heist,internal
money-heist_sentence_0000003,[1],other
money-heist_sentence_0000001,5,internal
money-heist_sentence_0000001,Money Heist,internal
money-heist_sentence_0000002,Bank of Spain Heist,internal
money-heist_sentence_0000003,[1],other
money-heist_sentence_0000001,"

",other
money-heist_sentence_0000001,Alicia Sierra,internal
money-heist_sentence_0000001,4,internal
money-heist_sentence_0000001,The Paris Plan,internal
money-heist_sentence_0000001,Alicia Sierra,internal
money-heist_sentence_0000001,The Paris Plan,internal
money-heist_sentence_0000001,"

",other
money-heist_sentence_0000001,Tokyo,internal
money-heist_sentence_0000001,Rio,internal
money-heist_sentence_0000001,We're Back,internal
money-heist_sentence_0000001,Money Heist,internal
money-heist_sentence_0000003,Rio,internal
money-heist_sentence_0000003,Tokyo,internal
money-heist_sentence_0000003,Royal Mint of Spain Heist,internal
money-heist_sentence_0000004,Royal Mint of Spain Heist,internal
money-heist_sentence_0000007,Bank of Spain Heist,internal
money-heist_sentence_0000001,We're Back,internal
money-heist_sentence_0000002,Royal Mint of Spain Heist,internal
money-heist_sentence_0000001,Your Place in Heaven,internal
money-heist_sentence_0000001,Your Place in Heaven,internal
money-heist_sentence_0000002,Berlin,internal
money-heist_sentence_0000002,Tatiana,internal
money-heist_sentence_0000002,Rafael,internal
money-heist_sentence_0000003,Your Place in Heaven,internal
money-heist_sentence_0000003,Berlin,internal
money-heist_sentence_0000003,Marseille,internal
money-heist_sentence_0000003,Bogotá,internal
money-heist_sentence_0000003,Rafael,internal
money-heist_sentence_0000003,Tatiana,internal
money-heist_sentence_0000001,"

",other
money-heist_sentence_0000001,South Korean,external
money-heist_sentence_0000001,The Professor,internal
money-heist_sentence_0000002,The Professor,internal
money-heist_sentence_0000002,Money Heist: Korea - Joint Economic Area,internal
money-heist_sentence_0000001,"

",other
money-heist_sentence_0000001,South Korean,external
money-heist_sentence_0000001,Seon Woojin (Raquel Murillo),internal
money-heist_sentence_0000002,Seon Woojin (Raquel Murillo),internal
money-heist_sentence_0000002,Money Heist: Korea - Joint Economic Area,internal
money-heist_sentence_0000001,"

",other
money-heist_sentence_0000001,South Korean,external
money-heist_sentence_0000001,Berlin,internal
money-heist_sentence_0000002,Berlin,internal
money-heist_sentence_0000002,Money Heist: Korea - Joint Economic Area,internal
money-heist_sentence_0000003,[1],other
money-heist_sentence_0000003,a video message,other
money-heist_sentence_0000001,South Korean,external
money-heist_sentence_0000001,Moscow,internal
money-heist_sentence_0000002,Moscow,internal
money-heist_sentence_0000002,Money Heist: Korea - Joint Economic Area,internal
money-heist_sentence_0000001,South Korean,external
money-heist_sentence_0000001,Cho Youngmin,internal
money-heist_sentence_0000002,Cho Youngmin,internal
money-heist_sentence_0000002,Money Heist: Korea - Joint Economic Area,internal
money-heist_sentence_0000001,"

",other
money-heist_sentence_0000001,Berlin (Korean),internal
money-heist_sentence_0000001,Seon Woojin,internal
money-heist_sentence_0000001,Denver (Korean),internal
money-heist_sentence_0000001,Tokyo (Korean),internal
money-heist_sentence_0000001,Rio (Korean),internal
money-heist_sentence_0000001,Helsinki (Korean),internal
money-heist_sentence_0000001,Oslo (Korean),internal
money-heist_sentence_0000001,Nairobi (Korean),internal
money-heist_sentence_0000001,Moscow (Korean),internal
money-heist_sentence_0000001,Yun Misun,internal
money-heist_sentence_0000001,Yoo Ji-tae,internal
money-heist_sentence_0000001,Netflix,internal
money-heist_sentence_0000001,Money Heist: Korea - Joint Economic Area,internal
money-heist_sentence_0000001,Yoo Ji-tae,internal
money-heist_sentence_0000002,Tokyo (Korean),internal
money-heist_sentence_0000003,Rio (Korean),internal
money-heist_sentence_0000004,Helsinki (Korean),internal
money-heist_sentence_0000005,Oslo (Korean),internal
money-heist_sentence_0000006,Nairobi (Korean),internal
money-heist_sentence_0000007,Moscow (Korean),internal
money-heist_sentence_0000008,Yun Misun,internal
money-heist_sentence_0000001,"

",other
money-heist_sentence_0000001,"

",other
money-heist_sentence_0000001,Denver,internal
money-heist_sentence_0000001,Denver,internal
money-heist_sentence_0000001,Manila,internal
money-heist_sentence_0000001,Cincinnati,internal
money-heist_sentence_0000001,Mónica Gaztambide,internal
money-heist_sentence_0000001,The Professor,internal
money-heist_sentence_0000001,Rio,internal
money-heist_sentence_0000001,Tokyo,internal
money-heist_sentence_0000001,Berlin,internal
money-heist_sentence_0000001,Helsinki,internal
money-heist_sentence_0000001,Nairobi,internal
money-heist_sentence_0000001,Oslo,internal
money-heist_sentence_0000001,Rio,internal
money-heist_sentence_0000001,Arturo Román,internal
money-heist_sentence_0000001,Royal Mint of Spain,internal
money-heist_sentence_0000001,1,internal
money-heist_sentence_0000001,2,internal
money-heist_sentence_0000001,3,internal
money-heist_sentence_0000001,4,internal
money-heist_sentence_0000001,5,internal
money-heist_sentence_0000001,Paco Tous,internal
money-heist_sentence_0000001,Michael Sorich,external
money-heist_sentence_0000001,[1],other
money-heist_sentence_0000001,Mark Ivanir,external
money-heist_sentence_0000001,[2],other
money-heist_sentence_0000001,Episode 1 (Part 1),internal
money-heist_sentence_0000001,Welcome to the Spectacle of Life,internal
money-heist_sentence_0000001,Money Heist,internal
money-heist_sentence_0000002,Royal Mint of Spain,internal
money-heist_sentence_0000002,Denver,internal
money-heist_sentence_0000004,[3],other
money-heist_sentence_0000005,Denver,internal
money-heist_sentence_0000016,Rio,internal
money-heist_sentence_0000016,Tokyo,internal
money-heist_sentence_0000017,Mónica Gaztambide,internal
money-heist_sentence_0000030,[4],other
money-heist_sentence_0000001,"

",other
money-heist_sentence_0000001,The Professor,internal
money-heist_sentence_0000001,Kim Yunjin,internal
money-heist_sentence_0000001,Netflix,internal
money-heist_sentence_0000001,Money Heist: Korea - Joint Economic Area,internal
money-heist_sentence_0000001,Kim Yunjin,internal
money-heist_sentence_0000001,"

",other
money-heist_sentence_0000001,The Professor,internal
money-heist_sentence_0000001,Seoul,internal
money-heist_sentence_0000001,Denver (Korean),internal
money-heist_sentence_0000001,Tokyo (Korean),internal
money-heist_sentence_0000001,Rio (Korean),internal
money-heist_sentence_0000001,Helsinki (Korean),internal
money-heist_sentence_0000001,Oslo (Korean),internal
money-heist_sentence_0000001,Nairobi (Korean),internal
money-heist_sentence_0000001,Moscow (Korean),internal
money-heist_sentence_0000001,Yun Misun,internal
money-heist_sentence_0000001,Jeon Yong-su,internal
money-heist_sentence_0000001,Park Hae-soo,internal
money-heist_sentence_0000001,Netflix,internal
money-heist_sentence_0000001,Money Heist: Korea - Joint Economic Area,internal
money-heist_sentence_0000001,Park Hae-soo,internal
money-heist_sentence_0000002,Tokyo (Korean),internal
money-heist_sentence_0000003,Rio (Korean),internal
money-heist_sentence_0000004,Helsinki (Korean),internal
money-heist_sentence_0000005,Oslo (Korean),internal
money-heist_sentence_0000006,Nairobi (Korean),internal
money-heist_sentence_0000007,Moscow (Korean),internal
money-heist_sentence_0000008,Yun Misun,internal
money-heist_sentence_0000009,[1],other
money-heist_sentence_0000017,[2],other
money-heist_sentence_0000001,"

",other
money-heist_sentence_0000001,Korea Unified Mint,internal
money-heist_sentence_0000001,The Professor,internal
money-heist_sentence_0000001,Korea Unified Mint,internal
